RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
6386,15706810,Zuyeva,606.0,Germany,Female,32.0,1,106301.85,2,0,1,59061.25,0
6399,15591822,Mackenzie,593.0,Spain,Male,26.0,9,76226.9,1,1,0,167564.82,0
6259,15726046,Johnston,712.0,France,Female,27.0,2,133009.51,1,1,0,126809.15,0
9531,15584452,Bozeman,667.0,France,Male,,6,0.0,2,0,0,167181.77,0
9074,15611058,Eluemuno,702.0,Germany,Female,60.0,5,138597.54,2,1,1,41536.59,1
5016,15756196,Tsou,682.0,France,Male,50.0,6,121818.84,2,0,1,124151.37,0
3956,15695168,Bruce,625.0,France,Male,39.0,2,0.0,2,1,0,100403.05,0
3288,15668521,Jamieson,693.0,France,Male,37.0,1,0.0,2,1,1,82867.55,0
8618,15672481,Ulyanov,641.0,France,Male,37.0,6,0.0,2,1,0,45309.24,0
552,15657284,Day,674.0,Germany,Male,47.0,6,106901.94,1,1,1,2079.2,1
6268,15689328,Harrison,705.0,Germany,Male,48.0,9,114169.16,1,0,0,173273.2,1
4223,15627847,Woronoff,850.0,France,Male,40.0,6,0.0,1,1,0,136985.08,1
4537,15756333,Khan,642.0,France,Female,55.0,7,0.0,2,1,1,101515.76,0
4042,15742504,Azuka,593.0,France,Male,36.0,2,70181.48,2,1,0,80608.12,0
3368,15648881,Tsai,581.0,Germany,Male,40.0,0,101016.53,1,0,1,7926.35,1
7889,15683657,Stephenson,594.0,France,Female,31.0,0,79340.95,1,1,0,78255.86,0
8668,15658987,Kane,557.0,France,Female,46.0,4,96173.17,2,1,1,16625.472857142857,0
3289,15807837,Mazzanti,640.0,France,Female,30.0,6,107499.7,1,1,1,187632.22,0
1941,15659651,Ross,531.0,Germany,Female,31.0,7,117052.82,1,1,0,118508.09,1
4616,15703117,Findlay,565.0,France,Female,44.0,1,0.0,2,0,1,89602.81,0
1088,15696098,Palermo,498.0,France,Female,31.0,10,0.0,2,1,0,13892.57,0
532,15749851,Brookes,702.0,Spain,Female,26.0,4,135219.57,1,0,1,59747.63,0
2903,15804002,Kovalev,691.0,France,Female,33.0,1,128306.83,1,1,1,113580.79,0
9607,15678057,Lombardi,524.0,France,Male,44.0,10,118569.03,2,0,0,82117.2,0
7244,15728906,Ibekwe,634.0,France,Male,77.0,5,0.0,2,1,1,161579.85,0
6366,15576196,Benson,743.0,Spain,Female,48.0,5,118207.69,2,0,0,186489.14,1
2892,15774224,Nixon,613.0,Germany,Female,30.0,5,131563.88,2,1,0,170638.98,0
7901,15653275,Lei,785.0,Spain,Female,54.0,1,0.0,2,1,0,45113.92,1
8708,15754443,Fadden,443.0,France,Female,35.0,9,108308.0,1,1,0,129031.19,1
8772,15621093,Teng,681.0,Germany,Male,31.0,4,97338.19,2,0,0,,0
223,15727829,McIntyre,567.0,France,Male,42.0,2,0.0,2,1,1,167984.61,0
3261,15768072,Mitchell,688.0,Spain,Female,6.6,2,0.0,1,0,0,27557.18,1
9625,15668309,Maslow,350.0,France,Female,40.0,0,111098.85,1,1,1,172321.21,1
7503,15697844,Whitehouse,721.0,Spain,Female,32.0,10,0.0,1,1,0,136119.96,1
4825,15799357,Armfield,727.0,France,Male,35.0,5,136364.46,1,0,0,142754.71,0
7557,15757306,Miller,5904.0,Spain,Male,245.0,3,0.0,3,1,1,65066.48,1
7896,15660571,Halpern,668.0,Spain,Male,43.0,10,113034.31,1,1,1,100423.88,0
8256,15708139,Brown,575.0,France,Female,40.0,1,139532.34,1,1,0,181294.39,0
7065,15777994,Woods,718.0,France,Female,39.0,3,0.0,2,1,1,145355.11,0
9003,15610727,Ch'in,605.0,France,Male,,7,128829.25,1,1,0,190588.59,0
6944,15603741,MacDonnell,719.0,Spain,Male,40.0,4,128389.12,1,1,1,176091.31,0
1989,15657107,Angelo,563.0,Spain,Female,46.0,8,106171.68,1,1,0,163145.5,1
2548,15634772,Mario,682.0,Spain,Female,59.0,0,122661.39,1,0,1,84803.76,0
9947,15618171,James,669.0,France,Female,33.0,9,0.0,2,0,1,107221.03,0
3544,15801218,Bermudez,675.0,France,Male,49.0,8,135133.39,1,0,1,179521.24,1
3440,15662063,McIver,746.0,France,Male,36.0,7,142400.77,1,1,1,193438.69,0
9603,15603135,Boni,634.0,Germany,Female,59.0,3,95727.05,1,0,0,97939.4,1
7224,15729771,Davide,799.0,Germany,Male,31.0,9,154586.92,1,0,1,88604.89,1
3035,15668504,Lucchesi,770.0,France,Male,36.0,2,89800.14,1,1,1,105922.69,0
8016,15778694,Sievier,638.0,Germany,Female,26.0,1,105249.76,2,1,1,23491.09,0
6155,15598162,Saunders,754.0,Germany,Female,7.8,3,160761.41,1,1,1,24156.03,0
6254,15675337,Forbes,395.0,Germany,Female,34.0,5,106011.59,1,1,1,17376.57,1
2925,15792818,Perry,499.0,Germany,Female,29.0,6,148051.52,1,1,0,118623.94,0
5302,15606177,Crawford,672.0,France,Male,39.0,2,0.0,2,1,0,87372.49,0
5458,15725221,Sabbatini,738.0,Germany,Male,62.0,10,83008.31,1,1,1,42766.03,0
4682,15742971,Whitehead,708.0,France,Female,44.0,2,161887.81,2,1,0,84870.23,0
366,15613085,Ibrahimova,,Spain,Female,33.0,3,0.0,1,1,1,188193.25,0
8381,15650437,Shen,522.0,Germany,Male,32.0,8,124450.36,2,1,1,165786.1,0
8594,15722037,Alvarez,610.0,Germany,Male,7.2,7,115462.02,1,0,1,42581.04,0
3034,15578006,Yao,787.0,France,Female,85.0,10,0.0,2,1,1,116537.96,0
9780,15712568,Angelo,515.0,Spain,Male,40.0,10,121355.99,1,1,0,138360.29,0
3772,15643361,Cullen,477.0,Germany,Male,34.0,8,139959.55,2,1,1,189875.83,0
8717,15576022,Nwachinemelu,565.0,France,Male,38.0,5,0.0,2,0,1,80630.32,0
1309,15662294,Bennett,710.0,France,Male,33.0,10,118327.17,2,1,1,192928.82,0
6000,15735688,Horsley,753.0,France,Female,31.0,6,106596.29,1,0,0,91305.77,0
4625,15710543,Okwuoma,629.0,France,Male,46.0,1,130666.2,1,1,1,161125.67,1
1608,15648721,Hsueh,711.0,France,Male,64.0,4,0.0,2,1,1,3185.67,0
7655,15641007,Holden,614.0,France,Female,38.0,4,72594.0,1,1,1,76042.48,0
1219,15730038,Docherty,706.0,France,Female,23.0,5,0.0,1,0,0,164128.41,1
6180,15759741,Knepper,591.0,Germany,Female,34.0,4,150635.3,1,1,1,72274.84,0
8996,15580623,Yefremova,,Spain,Male,28.0,8,0.0,2,0,0,77660.03,0
5282,15620372,Cross,687.0,Spain,Male,31.0,3,0.0,2,0,0,48228.1,0
8066,15690829,Sandefur,430.0,Germany,Male,49.0,3,137115.16,1,1,0,146516.86,1
4757,15778005,Kemp,785.0,France,Female,39.0,1,130147.98,1,1,0,163798.41,1
8113,15623966,Yermakov,578.0,France,Female,35.0,2,0.0,2,0,1,26389.92,0
72,15620344,McKee,813.0,France,Male,29.0,6,0.0,1,1,0,33953.87,0
1186,15795228,Stewart,756.0,France,Male,37.0,3,132623.6,1,1,1,58974.0,0
6612,15715199,Estrada,568.0,Spain,Male,27.0,5,126815.97,2,0,1,118648.12,0
9873,15648032,Young,588.0,Spain,Male,37.0,2,0.0,2,0,1,187816.59,0
7852,15651581,Lavrentyev,758.0,Germany,Male,68.0,6,112595.85,1,1,0,35865.44,1
1582,15576517,Everingham,445.0,Germany,Female,34.0,7,131082.17,2,1,1,70618.0,0
4742,15605020,Schofield,651.0,France,Male,45.0,2,165901.59,2,1,0,23054.51,1
9346,15758048,Miah,582.0,France,Male,50.0,2,148942.0,1,1,1,116944.3,0
1261,15743532,Ball,704.0,Germany,Male,27.0,5,147004.34,1,1,0,64381.33,1
2361,15670205,Boyd,518.0,Germany,Female,41.0,5,110624.99,1,1,0,89327.67,0
3441,15745605,Trevisan,722.0,France,Female,47.0,2,88011.4,1,1,1,90655.94,1
8004,15595426,Madukwe,603.0,Spain,Male,57.0,6,105000.85,2,1,1,87412.24,1
632,15811762,Pickering,583.0,Germany,Female,54.0,6,115988.86,1,1,0,57553.98,1
8640,15654891,He,811.0,France,Male,30.0,6,0.0,2,1,1,180591.32,0
3076,15594577,De Luca,556.0,France,Male,35.0,10,0.0,2,1,1,192751.18,0
9305,15783589,Toscano,616.0,France,Male,40.0,9,0.0,2,0,0,93717.55,0
7794,15798885,Burns,585.0,France,Male,56.0,4,138227.19,2,1,1,387014.88,0
8472,15612478,Somadina,525.0,France,Male,51.0,10,0.0,3,1,0,171045.35,1
1723,15624391,Thomson,595.0,Spain,Female,30.0,5,100683.54,1,1,1,178361.04,0
1592,15631813,Beneventi,621.0,France,Male,39.0,6,0.0,2,1,1,58883.91,0
3120,15663161,Chiu,680.0,Germany,Female,51.0,5,143139.87,1,0,0,6827.918571428571,1
9975,15695474,Barker,583.0,France,Male,33.0,7,122531.86,1,1,0,13549.24,0
2108,15714586,Marcelo,646.0,Spain,Female,42.0,3,99836.47,1,0,1,22909.56,0
9715,15681274,Marshall,726.0,Spain,Female,56.0,2,105473.74,1,1,1,46044.7,0
3650,15745355,Golibe,597.0,France,Male,41.0,4,153198.23,1,1,1,92090.36,0
1717,15799479,Coles,809.0,Spain,Male,33.0,9,0.0,1,1,1,124045.65,0
1700,15664523,Colombo,696.0,Germany,Female,31.0,8,122021.92,2,1,0,33828.64,0
4050,15806184,Burns,618.0,Spain,Male,33.0,4,0.0,2,1,1,77550.18,0
6463,15682211,Tu,467.0,France,Male,57.0,1,0.0,2,1,1,114448.77,0
1021,15654673,Onyinyechukwuka,625.0,France,Male,49.0,6,173434.9,1,1,0,165580.93,1
4595,15661532,Butusov,650.0,France,Female,31.0,1,160566.11,2,0,0,27073.81,0
9446,15731951,Reilly,,Spain,Female,28.0,5,95328.6,1,1,0,6129.61,1
7912,15809906,Mitchell,558.0,Germany,Male,26.0,1,148853.29,2,1,1,170877.14,0
8824,15578835,Brookes,675.0,Spain,Female,50.0,1,133204.91,1,0,1,8270.06,0
9655,15773098,Ch'in,834.0,Spain,Male,34.0,5,0.0,2,0,0,53437.1,0
4157,15599452,Conti,605.0,Germany,Female,8.6,8,125338.8,2,1,0,23970.13,0
1157,15741295,Yefimova,615.0,France,Male,49.0,3,0.0,2,1,1,49872.33,0
4489,15776128,Hs?,716.0,France,Female,44.0,6,155114.9,1,0,0,133871.83,0
6066,15674720,Smith,691.0,Germany,Female,37.0,7,123067.63,1,1,1,98162.44,1
4421,15571261,Toscani,714.0,Germany,Female,35.0,6,126077.43,2,1,1,53954.24,0
6144,15654096,Johnston,779.0,Germany,Female,24.0,10,122200.31,2,1,0,43705.56,0
2255,15585533,Calabrese,679.0,France,Male,36.0,6,147733.64,1,0,1,172501.38,0
1734,15752508,Docherty,614.0,Germany,Male,32.0,7,99462.8,2,1,1,51117.06,0
198,15777892,Samsonova,721.0,Germany,Male,37.0,3,107720.64,1,1,1,158591.12,0
7474,15638272,Tien,609.0,Spain,Male,32.0,4,99883.16,1,1,1,17227.835714285717,0
1244,15593331,Sidorov,693.0,Germany,Male,25.0,6,146580.69,1,0,1,14633.35,0
6047,15606435,Wall,593.0,Germany,Male,69.0,2,187013.13,2,0,1,105898.69,0
5496,15601387,Yen,721.0,France,Male,35.0,10,0.0,2,1,0,71594.26,0
6137,15773071,Serena,780.0,Spain,Female,33.0,6,145580.61,1,1,1,154598.56,0
5941,15791958,Mazzi,849.0,France,Female,41.0,6,0.0,2,1,1,169203.51,1
206,15773039,Ku,550.0,France,Male,37.0,3,0.0,1,1,1,25667.187142857143,0
3693,15715394,Greece,613.0,Spain,Male,35.0,4,123557.65,2,0,1,170903.4,0
3234,15601550,Genovesi,595.0,Spain,Male,36.0,6,85768.42,1,1,1,24802.77,0
2759,15668347,Ingram,624.0,France,Male,36.0,6,0.0,2,0,0,84635.64,0
3263,15654456,Napolitano,511.0,Germany,Male,48.0,6,149726.08,1,0,0,88307.87,1
2633,15716000,Hs?eh,5104.0,Spain,Male,48.0,2,0.0,2,1,1,7919.08,0
5994,15758856,Kable,597.0,France,Male,45.0,7,0.0,2,0,0,167756.45,0
6525,15743293,Waters,651.0,Germany,Female,35.0,1,163700.78,3,1,1,29583.48,1
4369,15621116,Fang,648.0,Germany,Male,6.6,5,138664.24,1,1,0,29076.27,0
6600,15739578,Chiazagomekpere,850.0,France,Male,49.0,6,128663.9,1,1,0,65769.3,1
289,15727556,O'Donnell,744.0,Spain,Female,,5,166297.89,1,1,1,181694.44,0
9982,15672754,Burbidge,498.0,Germany,Male,42.0,3,152039.7,1,1,1,53445.17,1
9578,15807120,Oluchukwu,841.0,Germany,Female,52.0,3,112383.03,1,1,0,85516.37,1
1399,15628947,Praed,693.0,France,Female,38.0,3,0.0,2,0,0,78133.48,1
1488,15716491,Akabueze,710.0,Spain,Female,51.0,4,93656.95,1,0,1,141400.51,1
4097,15758775,Vasilyeva,820.0,Spain,Male,34.0,10,97208.46,1,1,1,59553.34,0
6768,15654964,Piccio,608.0,Spain,Male,48.0,7,75801.74,1,1,0,125762.95,0
7878,15793070,Fiorentino,494.0,Spain,Female,41.0,2,69974.66,2,1,0,188426.13,1
5145,15748069,Clunie,485.0,France,Female,25.0,3,134467.26,1,1,1,113266.09,0
9571,15624936,Yen,631.0,France,Male,35.0,8,129205.49,1,1,1,79146.36,0
239,15794056,Johnston,668.0,France,Female,46.0,2,0.0,3,1,0,89048.46,1
1425,15596671,Endrizzi,603.0,Spain,Female,42.0,8,91611.12,1,0,0,144675.3,1
7367,15649183,Johnston,598.0,Spain,Female,35.0,8,0.0,3,0,1,88658.73,0
9966,15690164,Shao,627.0,Germany,Female,33.0,4,83199.05,1,0,0,159334.93,0
9048,15738662,Daluchi,652.0,Germany,Male,41.0,9,159434.03,1,1,0,178373.93,0
1218,15696900,Burns,505.0,Germany,Male,29.0,3,145541.56,2,1,1,58019.95,0
5189,15691910,Lu,663.0,Spain,Male,30.0,4,0.0,3,1,0,101371.05,0
9243,15630704,Haworth,612.0,Germany,Male,32.0,9,106520.73,2,1,0,177092.16,0
1112,15798424,Glover,833.0,Germany,Male,59.0,1,130854.59,1,1,1,30722.52,1
5455,15754301,Bruche,704.0,France,Male,39.0,5,0.0,1,1,0,6416.92,0
3580,15670943,See,778.0,Germany,Male,31.0,9,182275.23,2,1,0,190631.23,0
681,15780804,Nucci,482.0,France,Male,55.0,5,97318.25,1,0,1,78416.14,0
6123,15577313,Lionel,619.0,France,Male,44.0,3,116967.68,1,1,0,5075.17,1
1666,15775082,Stewart,749.0,France,Male,42.0,1,129776.72,2,0,1,143538.51,0
9588,15653050,Norriss,719.0,Germany,Female,76.0,10,95052.29,1,1,0,176244.87,0
1404,15721487,Pirogova,739.0,France,Female,27.0,6,0.0,1,1,1,57572.38,0
996,15810218,Sun,610.0,Spain,Male,29.0,9,0.0,3,0,1,83912.24,0
1919,15744105,Kodilinyechukwu,768.0,France,Female,28.0,3,109118.05,2,0,1,50911.41,0
8915,15746695,Wunder,429.0,France,Female,39.0,6,48023.83,1,1,0,74870.99,0
9815,15600106,Wei,631.0,France,Male,36.0,1,0.0,2,0,0,133141.34,0
5704,15621063,Gibbons,516.0,France,Female,42.0,8,56228.25,1,1,0,46857.52,0
3335,15702300,Walker,671.0,France,Male,27.0,5,0.0,2,0,0,120893.07,0
6824,15708265,Chibugo,581.0,Spain,Female,24.0,10,159203.71,1,1,1,102517.83,1
7430,15644878,Hill,685.0,Spain,Female,43.0,6,117302.62,1,0,0,68701.73,0
7221,15706637,Chang,718.0,Spain,Male,40.0,9,0.0,2,0,0,121537.91,0
4135,15684147,Palerma,678.0,France,Male,43.0,5,102338.19,1,1,1,79649.62,0
9223,15620750,Sugden,559.0,France,Male,28.0,3,141099.43,1,1,1,15607.27,0
6592,15692110,Ch'eng,,France,Female,33.0,7,0.0,1,1,0,188156.34,0
9560,15761706,Y?an,705.0,Spain,Female,39.0,8,144102.32,1,1,1,11682.36,0
3481,15807993,Bruno,588.0,Germany,Female,30.0,0,110148.49,1,1,0,5790.9,1
5356,15773751,Y?,597.0,France,Female,29.0,1,132144.35,1,1,0,158086.33,0
5670,15706706,Chinwendu,648.0,Germany,Male,33.0,7,135310.41,2,0,1,171668.2,0
9400,15744695,Tu,694.0,France,Male,39.0,5,77652.4,1,1,1,25407.59,0
534,15592300,Mai,4344.0,Spain,Male,35.0,10,59408.63,1,1,0,76773.53,0
1679,15569178,Kharlamov,570.0,France,Female,18.0,4,82767.42,1,1,0,71811.9,0
4577,15770984,Fanucci,697.0,Spain,Female,40.0,7,130334.35,2,0,1,116951.1,0
9543,15621140,Nwebube,644.0,Spain,Male,37.0,9,0.0,2,1,1,96442.86,0
3818,15724251,Todd,682.0,Germany,Female,29.0,6,101012.77,1,0,0,32589.89,1
7420,15622507,Hamilton,748.0,Germany,Female,40.0,3,103499.09,2,0,0,38153.19,0
6305,15653455,Smith,648.0,France,Female,38.0,2,0.0,2,0,1,9551.49,0
9796,15738980,Yobanna,506.0,France,Male,43.0,2,0.0,2,1,0,105568.6,0
2714,15701318,Poole,763.0,Spain,Male,67.0,9,148564.66,1,0,1,87236.4,0
3896,15664734,T'ao,673.0,Germany,Female,5.0,3,108244.82,2,1,1,14796.28,0
305,15812191,Brennan,553.0,France,Male,33.0,4,118082.89,1,0,0,94440.45,0
7843,15702416,Cecil,734.0,France,Male,43.0,7,107805.67,1,0,0,182505.68,0
3218,15623502,Morrison,598.0,Spain,Female,56.0,4,98365.33,1,1,1,44251.33,0
8440,15692931,Hsing,670.0,France,Male,22.0,2,114991.45,1,1,1,37392.56,0
9263,15751445,Chikwado,734.0,Germany,Female,52.0,6,71283.09,2,0,1,38984.37,0
1241,15617934,Septimus,579.0,France,Male,36.0,9,129829.59,1,1,1,60906.12,0
9267,15682273,Burns,683.0,France,Female,38.0,5,127616.56,1,1,0,123846.07,0
8400,15749365,Earle,543.0,France,Female,34.0,8,0.0,2,0,1,145601.8,0
5345,15566269,Chialuka,787.0,France,Male,25.0,5,0.0,2,1,0,47307.9,0
9387,15672027,McIntyre,717.0,Germany,Female,33.0,10,102185.42,2,1,0,23231.93,0
8937,15722991,McGregor,567.0,France,Male,54.0,9,96402.96,1,0,0,52035.29,1
8691,15756167,Doyne,762.0,Spain,Female,43.0,5,134204.67,1,1,1,139971.01,0
7283,15567860,Burrows,581.0,Spain,Female,44.0,7,189318.16,2,1,0,45026.23,1
1905,15677382,Miller,625.0,Spain,Female,69.0,1,107569.96,1,1,1,182336.45,0
1392,15787835,Simpson,775.0,Germany,Female,38.0,4,125212.65,2,1,1,15795.88,1
8694,15659092,Davide,621.0,France,Female,50.0,5,0.0,2,1,0,191756.54,1
3361,15726796,Brabyn,844.0,France,Male,38.0,7,111501.66,1,1,1,119333.38,0
9968,15603794,Pugliesi,623.0,France,Male,48.0,5,118469.38,1,1,1,158590.25,0
9526,15699415,Lewis,618.0,France,Female,46.0,6,150213.71,1,1,0,120668.46,1
9778,15777743,Cattaneo,705.0,France,Female,39.0,3,92224.56,1,1,1,54517.25,0
2919,15649487,Sal,578.0,Germany,Female,38.0,4,113150.44,2,1,0,176712.59,1
3103,15660866,Chimaobim,640.0,France,Female,29.0,3,0.0,2,1,0,2743.69,0
4139,15714355,Sinclair,775.0,Germany,Male,6.4,8,121669.23,1,0,1,125898.39,0
2581,15731790,Boyle,697.0,Germany,Female,38.0,6,132591.36,1,1,1,7387.8,1
4805,15567802,Childs,450.0,Spain,Female,34.0,2,0.0,2,1,0,175480.93,0
4063,15800083,Macdonald,559.0,France,Male,45.0,8,24043.45,1,0,1,169781.45,1
2044,15642544,Henderson,723.0,France,Male,34.0,5,0.0,2,0,1,12092.03,0
3360,15747878,Aiken,739.0,Spain,Male,60.0,4,0.0,1,1,1,51637.67,0
8371,15807107,Patel,612.0,France,Male,32.0,3,121394.42,1,1,0,164081.42,0
1181,15570326,Wilkins,621.0,France,Male,34.0,6,0.0,2,1,1,99128.13,0
4312,15719991,Korovina,727.0,Spain,Female,52.0,1,154733.97,1,1,0,80259.67,1
3861,15605666,Peyser,720.0,France,Female,34.0,6,110717.38,1,1,1,9398.45,0
1235,15684865,Lucchesi,771.0,France,Female,66.0,7,143773.07,1,1,1,130827.88,0
2717,15631170,Clements,695.0,France,Male,45.0,3,0.0,2,1,1,30793.61,0
8382,15764314,Reilly,550.0,Germany,Male,36.0,2,113877.23,2,1,0,174921.91,0
4663,15749528,Achebe,652.0,Spain,Male,58.0,6,0.0,2,0,1,170025.43,0
3800,15655341,Chinagorom,458.0,Spain,Female,35.0,5,166492.48,1,1,0,135287.74,0
9264,15749669,Hargreaves,542.0,France,Female,31.0,3,0.0,2,1,1,115217.59,0
8695,15742116,Torres,671.0,Germany,Female,48.0,9,116711.06,2,0,0,76373.38,0
6179,15746986,Howe,850.0,Germany,Female,40.0,4,97990.49,2,0,0,106691.02,0
6849,15634628,Brown,579.0,France,Female,,1,65667.79,2,0,0,164608.98,0
3588,15599410,Stanley,721.0,France,Male,41.0,2,0.0,2,1,0,168219.75,0
9124,15679029,Kung,718.0,France,Male,33.0,7,102874.28,1,0,0,117841.06,0
3295,15706071,Hunt,528.0,Germany,Male,39.0,0,127631.62,1,0,1,22197.8,1
1323,15598846,Shahan,700.0,France,Female,44.0,2,58781.76,1,1,0,16874.92,0
8583,15637947,Wei,668.0,Spain,Male,32.0,1,134446.04,1,0,1,111241.37,0
2466,15612071,Wilson,,Spain,Female,32.0,10,95153.77,1,0,1,81310.1,0
9475,15631481,Thomson,673.0,France,Male,51.0,8,79563.36,2,1,1,172200.91,0
7185,15762799,Alexander,720.0,Germany,Male,4.6,0,187861.18,2,1,1,14874.31,0
7373,15717700,McIntyre,683.0,Spain,Male,170.0,9,114609.55,2,0,1,25339.29,0
1947,15698321,Yobanna,648.0,Germany,Male,34.0,3,95039.73,2,1,1,147055.87,0
9334,15714680,Bianchi,755.0,France,Female,78.0,5,121206.96,1,1,1,76016.49,0
6148,15690526,Tuan,690.0,Germany,Male,31.0,2,137260.45,2,1,0,55387.28,0
4667,15691875,Tsou,850.0,Germany,Female,39.0,5,114491.82,1,1,0,99689.48,0
4541,15613017,McMillan,586.0,Germany,Male,32.0,1,149814.54,1,1,0,31830.06,0
6634,15729110,Lavrov,729.0,Spain,Female,42.0,7,0.0,2,1,0,58268.2,1
8449,15717191,Ferri,508.0,France,Male,49.0,1,93817.41,2,1,1,132468.76,1
1118,15592583,Colman,731.0,France,Female,47.0,1,115414.19,3,0,0,191734.67,1
5589,15704771,Ugochukwu,593.0,France,Female,35.0,6,133489.12,2,1,1,78101.29,0
1962,15668472,Ritchie,705.0,Spain,Female,24.0,5,177799.83,2,0,0,79886.06,0
914,15655961,Palermo,756.0,Germany,Male,27.0,1,131899.0,1,1,0,93302.29,0
3186,15761950,Woronoff,652.0,Germany,Female,45.0,9,110827.49,1,1,1,153383.54,1
3592,15621685,Davies,769.0,France,Male,29.0,2,123757.52,2,1,0,84872.66,0
3703,15698335,Bergamaschi,504.0,France,Female,73.0,8,0.0,1,1,1,34595.58,0
530,15694272,Nkemakolam,673.0,France,Male,6.0,1,64097.75,1,1,1,77783.35,0
3958,15756610,Carlson,657.0,Germany,Female,38.0,5,123770.46,1,0,0,47019.66,1
8584,15715888,Allardyce,591.0,France,Female,38.0,2,142289.28,1,0,1,119638.85,0
3939,15723717,Heath,483.0,Germany,Male,41.0,1,118334.44,1,0,0,163147.99,1
1355,15683403,Lombardi,611.0,Spain,Male,52.0,7,0.0,1,0,1,73585.18,1
8158,15798834,Yefremov,719.0,Spain,Female,32.0,7,0.0,1,0,0,76264.27,0
3167,15746203,Hsia,555.0,Germany,Male,62.0,4,119817.33,1,0,1,43507.1,1
6410,15690695,Flynn,683.0,France,Female,33.0,9,0.0,2,1,1,38784.42,0
7495,15599272,Harrington,795.0,France,Female,36.0,1,151844.64,1,1,1,135388.89,0
8446,15678333,Parry-Okeden,683.0,France,Female,26.0,7,0.0,2,1,0,86619.77,0
831,15695846,Hawkins,684.0,France,Female,34.0,6,0.0,2,1,1,130928.22,0
9577,15723484,Hunt,669.0,Germany,Female,42.0,1,103873.39,1,1,0,148611.52,0
4380,15808831,Dale,669.0,France,Male,29.0,7,0.0,2,1,1,138145.62,0
225,15568748,Poole,671.0,Germany,Male,45.0,6,99564.22,1,1,1,108872.45,1
4041,15679075,Onyemere,701.0,France,Male,37.0,8,107798.85,1,1,0,16966.73,0
9525,15739847,Sadlier,850.0,Germany,Male,38.0,5,146756.68,1,1,0,78268.61,0
6228,15636016,Wreford,588.0,France,Female,34.0,3,120777.88,1,1,1,131729.52,0
2227,15750808,Ma,790.0,Spain,Male,46.0,2,131365.37,2,1,1,180290.68,0
3163,15600379,Hsiung,608.0,Spain,Male,34.0,7,86656.13,1,0,1,59890.29,0
453,15710825,Ch'en,592.0,Spain,Male,31.0,7,110071.1,1,0,0,43921.36,0
6090,15711316,Ch'ang,771.0,France,Male,27.0,2,0.0,2,1,1,199527.34,0
5218,15796434,Farnsworth,724.0,France,Male,28.0,5,97612.12,1,1,1,96498.14,0
2081,15813412,Barlow,721.0,France,Female,55.0,3,44020.89,1,1,0,65864.4,1
120,15600781,Wu,699.0,Germany,Male,34.0,4,185173.81,2,1,0,120834.48,0
3804,15651264,Yobanna,850.0,Germany,Male,51.0,4,124425.99,1,0,0,118545.49,1
913,15566091,Thomsen,545.0,Spain,Female,32.0,4,0.0,1,1,0,94739.2,0
4532,15656029,Marsden,609.0,France,Male,37.0,6,0.0,2,0,1,22030.72,0
3402,15588923,Murphy,591.0,France,Female,33.0,4,113743.37,1,1,0,124625.08,0
5776,15717527,Ifeanacho,619.0,France,Female,49.0,9,145359.99,1,1,0,38186.85,0
7559,15642098,Cox,622.0,Spain,Female,36.0,0,108960.0,2,1,0,111180.3,1
4712,15758831,Thornton,754.0,France,Male,39.0,3,74896.33,1,0,0,34430.16,0
2988,15682268,Steere,676.0,Germany,Female,26.0,1,108348.66,1,0,0,60231.74,1
6987,15702377,Knorr,627.0,Spain,Male,48.0,1,132759.8,1,1,0,78899.22,0
4319,15803685,Greco,673.0,Germany,Female,77.0,10,76510.52,2,0,1,59595.66,0
6573,15574237,Hsueh,588.0,France,Female,21.0,8,0.0,2,1,1,110114.19,0
938,15662100,Hsu,850.0,Germany,Female,44.0,5,128605.32,1,0,1,171096.2,0
8287,15636069,Plummer,632.0,Spain,Male,28.0,7,155519.59,1,1,0,1843.24,0
718,15804072,Chen,701.0,Spain,Female,42.0,5,0.0,2,0,0,24210.56,0
9743,15620577,Wood,715.0,France,Male,45.0,4,0.0,2,1,1,55043.93,0
2447,15568025,Hsueh,758.0,France,Male,51.0,8,81710.46,1,1,1,116520.07,0
7672,15615296,Rice,405.0,France,Male,39.0,10,0.0,1,1,0,160810.85,1
1272,15793854,Ahmed,723.0,France,Male,42.0,2,99095.73,1,1,1,17512.53,0
6652,15803941,Seleznev,600.0,France,Male,46.0,10,95502.21,1,0,0,19842.18,0
386,15720910,Black,560.0,France,Female,66.0,9,0.0,1,1,1,15928.49,0
2652,15604544,Manfrin,850.0,Germany,Male,40.0,4,166082.15,2,0,1,44406.17,0
331,15598493,Beach,656.0,France,Male,50.0,7,0.0,2,0,1,72143.44,0
4194,15802362,Newland,550.0,Spain,Male,45.0,0,0.0,2,0,1,70399.71,0
8043,15785352,Chang,606.0,France,Male,37.0,6,82373.94,1,0,0,172526.9,1
9746,15603883,Ch'in,818.0,France,Male,36.0,4,0.0,2,1,1,8037.03,0
5199,15660768,L?,604.0,France,Male,40.0,1,84315.02,1,0,0,36209.1,0
3346,15648320,Heller,658.0,France,Female,31.0,7,123974.96,1,1,0,102153.75,0
